City,Country,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed
Lagos,Nigeria,2025-05-01,107.89,33.46,55.82,25.71,9.64,34.02,16.68,17.8,31.9,1.7
Nairobi,Kenya,2016-01-28,124.96,48.34,70.58,23.76,17.54,34.96,27.08,13.1,56.0,6.8
Tokyo,Japan,2022-01-27,63.87,21.1,37.7,8.05,5.5,9.18,17.48,12.9,55.0,5.0
Karachi,Pakistan,2024-06-27,184.13,79.73,153.2,19.72,20.67,53.18,42.68,23.3,56.9,1.6
Los Angeles,USA,2025-05-22,72.71,37.51,65.95,14.84,7.13,26.63,13.94,16.9,64.6,1.7
Mexico City,Mexico,2025-06-26,147.5,41.12,63.67,24.55,11.85,38.94,20.92,26.5,68.9,2.6
Moscow,Russia,2022-12-22,85.03,35.09,56.59,9.9,18.55,20.6,14.64,31.6,64.1,4.9
Beijing,China,2023-01-26,177.01,83.5,149.6,23.44,18.82,46.83,29.48,23.5,76.2,10.6
Dhaka,Bangladesh,2021-08-05,168.53,76.95,124.35,31.44,14.38,61.39,20.98,26.4,71.0,11.0
Jakarta,Indonesia,2019-09-26,100.27,38.06,33.64,4.22,8.43,17.33,23.6,32.6,69.9,0.8
Sao Paulo,Brazil,2019-11-28,117.0,48.31,106.19,14.1,19.0,29.11,28.99,10.8,82.6,0.4
Tokyo,Japan,2016-03-17,61.05,8.8,33.6,7.65,1.78,22.31,18.1,15.6,75.8,0.5
Lahore,Pakistan,2016-02-04,207.29,103.18,186.0,43.79,34.11,52.83,31.61,19.5,82.3,3.0
Tokyo,Japan,2017-09-07,59.47,17.3,66.91,9.1,9.84,16.67,10.32,22.8,47.2,0.7
Paris,France,2024-08-22,57.46,15.81,45.27,0.0,7.19,17.71,6.79,6.2,52.1,6.3
Cape Town,South Africa,2016-09-22,69.99,16.34,15.73,0.0,9.43,24.57,11.98,8.4,57.6,3.3
Shanghai,China,2023-02-16,241.64,85.92,170.89,44.1,37.16,63.55,37.22,29.5,72.1,14.2
Toronto,Canada,2022-11-10,89.33,28.67,83.23,14.27,8.71,11.2,11.27,27.6,52.1,2.5
Karachi,Pakistan,2019-09-19,94.3,49.8,116.62,12.54,14.49,27.52,16.51,30.3,54.7,3.3
Beijing,China,2016-09-08,152.62,82.82,178.94,28.0,18.12,52.4,35.36,27.9,59.9,5.5
Moscow,Russia,2019-04-25,61.18,31.26,61.9,10.54,6.64,28.07,14.09,24.4,75.6,1.4
Tehran,Iran,2016-12-29,184.98,89.7,179.32,27.74,21.94,61.67,36.77,30.4,29.2,4.6
Dubai,UAE,2022-03-24,118.24,69.85,103.17,17.0,17.03,30.62,14.46,16.2,56.6,2.1
Sao Paulo,Brazil,2019-08-22,94.36,39.12,68.32,21.15,13.49,48.58,17.48,35.2,88.0,10.4
Moscow,Russia,2019-03-07,89.32,39.55,124.47,16.8,22.79,4.75,20.8,26.2,48.5,5.4
Bangkok,Thailand,2018-10-18,95.82,56.12,100.06,20.55,20.8,18.03,0.9,25.6,61.2,5.9
Berlin,Germany,2022-12-29,80.03,40.51,64.7,17.39,14.99,20.5,16.5,18.7,95.0,2.1
Los Angeles,USA,2017-10-05,71.39,37.64,42.26,14.23,7.06,5.27,14.89,29.3,95.0,3.3
Dubai,UAE,2017-06-01,109.76,65.22,105.84,16.07,24.95,0.0,34.15,25.3,72.0,5.8
Tehran,Iran,2018-04-12,218.22,80.81,136.94,35.43,29.94,56.29,46.4,19.2,81.4,2.6
Cape Town,South Africa,2024-11-28,86.53,49.74,82.4,12.76,7.39,20.62,29.01,24.8,69.4,4.9
Nairobi,Kenya,2024-01-11,130.71,60.32,120.45,15.02,14.83,40.37,32.74,5.3,59.8,10.3
Paris,France,2015-05-07,68.64,14.89,38.45,7.43,7.09,31.02,6.11,10.1,92.1,3.9
Los Angeles,USA,2016-05-12,93.59,46.19,101.22,19.71,17.71,37.38,2.88,24.5,57.1,2.5
Seoul,South Korea,2023-01-12,116.56,21.8,55.38,12.51,9.35,37.5,0.23,17.8,91.7,2.0
Sydney,Australia,2021-09-30,54.64,35.52,58.57,0.0,6.76,11.47,18.33,42.6,69.5,5.8
London,UK,2019-05-09,59.92,43.82,85.22,15.31,16.43,25.78,22.63,34.8,51.9,4.0
Bangkok,Thailand,2021-08-05,200.95,100.74,193.83,30.43,20.55,71.12,35.63,7.2,67.4,11.8
London,UK,2019-11-28,57.46,6.08,7.38,5.03,7.78,5.5,18.96,16.8,75.1,6.6
Dubai,UAE,2021-04-29,123.47,79.88,154.73,15.16,20.4,28.1,22.5,18.3,73.1,1.6
Cairo,Egypt,2022-01-13,241.24,95.77,173.01,38.76,31.4,65.66,37.12,2.5,60.2,5.3
Sao Paulo,Brazil,2015-04-16,84.43,20.1,29.07,23.99,10.74,19.64,18.88,18.1,70.2,2.3
Lahore,Pakistan,2017-05-18,90.44,48.21,72.75,10.41,14.99,26.07,15.37,7.1,57.0,3.1
Toronto,Canada,2018-09-13,62.97,20.5,40.98,9.58,6.08,14.15,11.88,31.8,69.8,10.5
Los Angeles,USA,2016-01-14,111.39,38.41,62.93,18.23,5.13,38.58,7.89,20.1,54.9,6.3
Lagos,Nigeria,2024-09-12,38.39,0.0,0.0,10.52,1.28,2.49,13.26,10.2,53.6,0.5
Los Angeles,USA,2025-09-04,78.66,5.84,16.51,0.0,18.31,22.85,10.83,22.3,57.5,3.7
Moscow,Russia,2017-01-26,111.55,28.75,79.55,16.02,12.54,35.47,21.0,11.8,55.8,6.8
Beijing,China,2022-01-06,263.43,90.53,186.88,47.94,27.55,66.54,34.69,5.0,91.2,5.1
Seoul,South Korea,2021-07-22,70.32,39.29,81.63,5.19,10.24,10.18,16.55,4.1,72.0,0.6
Dhaka,Bangladesh,2020-06-11,238.62,132.89,218.49,29.39,24.66,60.21,33.22,29.5,59.1,4.5
Cairo,Egypt,2019-03-14,211.43,94.37,208.22,28.73,25.01,57.17,36.58,28.4,56.7,2.9
Mumbai,India,2022-07-14,193.02,62.77,134.87,37.58,27.8,56.87,40.11,11.8,59.8,7.9
Cape Town,South Africa,2024-12-12,101.58,65.73,91.22,15.42,3.5,22.54,16.76,23.1,77.9,3.8
Toronto,Canada,2023-06-01,56.93,30.08,51.43,3.35,7.75,20.19,21.04,20.5,56.1,2.1
Dubai,UAE,2016-05-26,87.05,36.18,44.73,13.64,9.98,35.65,27.74,9.4,76.5,7.5
Cape Town,South Africa,2019-11-14,100.89,59.96,122.63,20.24,16.35,27.65,21.65,14.2,43.8,5.1
Cairo,Egypt,2024-05-16,169.0,88.13,171.69,20.48,31.5,53.81,34.25,26.2,49.7,2.8
Singapore,Singapore,2021-09-30,97.07,34.11,72.66,10.87,13.83,19.13,16.8,37.6,89.2,9.2
Istanbul,Turkey,2025-12-04,200.06,107.99,185.96,28.88,29.52,44.89,41.8,32.5,79.7,7.9
Tokyo,Japan,2016-06-16,32.22,25.55,29.05,1.9,2.11,0.8,5.59,14.5,74.2,4.8
Sydney,Australia,2023-02-02,63.71,19.99,17.31,28.13,8.26,26.34,12.05,30.2,47.3,3.2
Beijing,China,2018-08-02,185.15,80.98,145.91,27.0,20.12,52.16,43.19,33.1,65.0,8.3
London,UK,2024-02-08,100.28,34.53,76.46,4.82,12.69,22.66,31.83,14.8,35.8,3.8
New York,USA,2022-01-27,119.66,58.11,117.09,22.85,16.05,26.17,27.65,9.3,72.4,5.9
Tokyo,Japan,2020-12-31,79.98,17.29,6.5,2.28,15.59,36.26,23.6,7.9,63.3,7.1
Tehran,Iran,2020-06-18,229.55,99.01,176.54,38.49,33.79,73.93,53.27,16.2,82.8,3.2
Nairobi,Kenya,2019-10-17,100.29,53.58,98.88,13.53,13.48,35.25,17.24,44.2,40.1,6.7
Tehran,Iran,2021-09-09,70.81,27.54,47.26,5.86,5.05,29.49,15.98,30.7,76.9,4.1
Istanbul,Turkey,2015-12-10,190.63,72.58,149.27,29.08,22.0,45.59,22.9,25.4,60.9,0.5
London,UK,2019-01-03,107.93,37.21,81.25,14.66,9.23,29.22,19.94,15.2,73.2,3.8
Lagos,Nigeria,2022-05-05,91.61,40.2,70.9,21.77,8.4,37.33,13.98,25.8,71.1,5.8
Los Angeles,USA,2023-06-22,58.06,22.39,37.36,20.19,9.31,0.0,0.0,24.8,44.2,6.1
New York,USA,2021-04-15,63.95,45.02,98.43,10.32,16.88,19.7,20.73,9.1,93.3,4.4
Moscow,Russia,2020-06-04,123.3,47.57,101.93,24.59,17.36,47.2,26.19,22.9,49.3,2.3
Paris,France,2024-02-29,90.13,45.88,100.8,22.23,10.58,18.29,25.24,32.7,46.7,11.0
London,UK,2017-08-17,73.41,18.09,40.04,9.82,4.12,32.28,7.34,24.8,90.3,11.3
Seoul,South Korea,2025-11-27,130.08,42.93,89.15,19.48,23.06,40.39,22.18,24.4,44.6,13.4
Sydney,Australia,2022-03-24,36.78,6.15,4.99,6.58,6.92,11.65,13.29,10.9,57.6,5.8
Sao Paulo,Brazil,2020-08-27,86.67,34.63,57.94,14.3,13.68,8.58,10.99,16.7,59.4,2.6
Berlin,Germany,2020-04-02,39.43,23.51,60.56,5.06,1.47,6.87,22.15,24.5,95.0,3.6
Tehran,Iran,2021-07-29,102.46,27.39,58.52,23.07,13.98,37.58,14.69,11.9,66.0,2.2
Buenos Aires,Argentina,2021-04-08,93.2,42.75,92.65,23.64,13.39,9.12,12.66,15.3,91.6,3.5
Istanbul,Turkey,2021-05-13,148.65,54.17,95.47,22.38,16.83,48.29,33.73,25.3,58.4,7.8
Dubai,UAE,2021-04-15,90.98,49.99,75.24,14.53,12.63,27.21,17.76,18.1,56.4,6.7
Lahore,Pakistan,2019-12-12,204.57,78.18,151.72,30.93,24.05,67.98,42.73,22.8,95.0,6.3
Jakarta,Indonesia,2025-11-06,157.3,77.1,179.49,29.75,28.58,60.69,31.27,33.8,73.0,2.8
Mexico City,Mexico,2024-01-18,203.6,91.75,167.93,34.64,26.21,49.18,46.92,20.0,86.9,17.5
Jakarta,Indonesia,2023-03-02,148.61,44.66,63.14,32.98,22.21,45.42,35.23,20.0,65.4,1.4
Lagos,Nigeria,2018-07-19,131.23,67.91,132.55,18.44,18.03,39.28,23.31,44.2,54.4,4.3
Paris,France,2018-01-25,101.67,41.18,92.69,15.66,13.12,21.82,22.9,9.9,84.9,4.0
Istanbul,Turkey,2020-02-20,169.3,91.09,164.64,15.57,19.9,51.45,31.59,18.7,59.7,3.2
Cairo,Egypt,2025-08-07,183.07,92.32,165.11,16.51,16.59,45.79,20.51,23.1,81.9,3.1
Buenos Aires,Argentina,2020-12-10,114.08,37.56,67.41,4.97,14.96,30.95,23.2,38.4,53.2,7.4
Mumbai,India,2020-08-27,161.94,60.46,103.07,30.17,19.99,52.07,19.49,20.1,77.9,17.2
Los Angeles,USA,2015-10-15,57.95,0.49,18.96,27.88,13.58,17.69,7.4,10.7,67.3,7.9
Sao Paulo,Brazil,2021-10-07,59.53,12.97,30.77,14.78,5.45,9.78,7.7,21.5,76.7,5.5
Buenos Aires,Argentina,2016-09-15,62.01,22.91,53.65,6.18,4.93,19.8,15.41,22.0,66.9,3.1
Los Angeles,USA,2017-11-23,106.39,41.18,74.91,9.33,0.0,28.66,13.25,11.4,51.3,7.8
New York,USA,2025-05-29,91.67,37.59,49.82,15.52,12.16,19.82,12.82,11.6,83.3,7.1
Moscow,Russia,2023-06-29,90.21,30.97,31.52,11.83,10.15,33.79,15.93,33.5,95.0,2.9
Los Angeles,USA,2025-02-20,116.04,44.63,80.8,22.95,14.9,40.78,20.99,11.9,66.2,4.6
Tehran,Iran,2025-01-02,177.65,74.42,154.89,32.81,15.85,72.96,30.73,17.0,50.7,0.7
Cape Town,South Africa,2020-12-31,92.98,50.68,99.7,17.2,8.94,24.89,16.17,23.2,70.6,6.7
Istanbul,Turkey,2016-05-12,123.26,69.76,121.04,28.9,17.86,30.16,26.17,31.5,66.2,2.5
Toronto,Canada,2017-11-23,71.29,40.98,90.45,11.15,16.23,22.06,14.34,27.0,64.1,4.5
Mumbai,India,2023-01-05,224.72,101.75,207.08,36.97,28.06,62.89,35.8,15.8,69.7,10.0
Karachi,Pakistan,2022-09-08,163.97,63.94,126.64,41.82,19.8,34.16,37.44,25.3,67.0,8.0
Dubai,UAE,2018-04-26,46.88,9.73,13.83,0.34,4.22,28.56,11.84,8.3,47.0,7.6
Tokyo,Japan,2024-05-30,57.22,12.16,18.34,5.37,8.59,17.06,20.84,-5.0,67.5,3.5
Nairobi,Kenya,2015-01-29,76.87,26.29,35.08,17.03,6.75,23.98,20.3,13.1,69.5,8.0
Cape Town,South Africa,2025-06-12,94.83,46.01,98.1,6.71,6.51,29.82,19.95,17.4,56.5,9.7
Dhaka,Bangladesh,2023-02-16,178.95,76.38,120.13,24.58,29.04,53.01,22.65,21.1,71.2,7.6
Cairo,Egypt,2023-11-30,262.09,107.11,213.67,40.17,30.74,86.5,46.54,20.3,78.0,2.5
Shanghai,China,2020-12-17,201.47,103.53,183.3,34.9,19.43,54.35,40.4,17.6,56.5,0.5
Buenos Aires,Argentina,2024-09-05,63.27,15.02,31.58,15.31,17.97,21.68,8.76,-9.9,61.5,2.8
Moscow,Russia,2019-06-06,104.42,44.19,107.72,3.81,10.28,23.61,26.48,15.1,64.3,3.3
New York,USA,2017-03-23,88.12,55.2,111.97,10.61,6.12,1.52,28.05,10.3,70.3,4.9
Dhaka,Bangladesh,2019-04-25,139.81,56.25,145.17,23.78,14.94,58.11,34.07,17.5,56.9,8.2
Berlin,Germany,2025-08-28,56.89,12.95,30.24,3.52,4.52,0.31,18.33,15.8,70.1,9.6
Istanbul,Turkey,2025-01-16,162.19,40.35,30.9,24.56,11.71,35.25,31.16,10.8,50.2,8.9
Nairobi,Kenya,2019-11-14,117.07,38.76,54.39,22.09,16.68,27.57,24.0,22.2,69.8,2.1
Jakarta,Indonesia,2025-05-01,114.26,49.99,124.5,7.07,12.93,45.63,29.5,17.4,56.6,3.7
Karachi,Pakistan,2025-03-06,165.67,74.46,120.43,16.18,16.81,47.36,26.33,18.0,61.3,3.4
Buenos Aires,Argentina,2016-03-03,79.0,37.89,53.32,7.8,8.42,25.66,6.69,40.6,28.6,1.0
Bangkok,Thailand,2025-07-31,120.49,54.53,84.71,18.95,11.64,46.6,29.49,24.5,54.7,7.3
Paris,France,2025-02-27,55.38,27.63,31.92,16.82,5.48,7.88,12.03,15.0,54.5,2.3
Karachi,Pakistan,2024-12-26,187.84,72.01,169.92,37.18,26.24,34.38,40.32,30.5,50.7,4.0
Singapore,Singapore,2024-04-04,87.9,24.15,32.93,21.61,10.2,25.62,22.38,14.1,70.0,5.7
Dubai,UAE,2016-09-22,53.59,4.22,0.0,11.25,3.01,25.24,8.14,,61.5,7.8
Karachi,Pakistan,2018-06-14,168.98,58.98,94.69,34.03,29.85,53.73,28.02,34.3,74.2,5.4
Seoul,South Korea,2018-04-05,130.46,49.89,89.84,7.05,11.15,16.02,26.85,19.2,74.5,7.2
Lagos,Nigeria,2024-05-09,122.01,53.91,106.3,10.36,13.52,30.97,10.47,14.0,49.7,3.8
Los Angeles,USA,2024-03-28,100.19,39.1,50.11,15.32,18.7,42.55,3.9,21.7,54.7,9.3
London,UK,2015-09-10,54.98,30.62,75.12,7.28,6.2,20.13,16.66,7.0,69.7,3.3
Sao Paulo,Brazil,2016-02-25,118.19,51.49,110.94,19.21,17.77,39.54,18.93,23.0,61.2,4.0
Seoul,South Korea,2023-10-26,86.52,23.48,73.95,17.0,9.15,33.74,20.47,18.1,50.6,2.2
Berlin,Germany,2016-06-02,75.72,6.88,16.95,6.12,4.97,14.41,11.67,10.7,60.3,8.3
Istanbul,Turkey,2023-01-19,145.3,80.29,157.66,26.91,17.88,43.93,33.37,18.3,44.1,2.4
Karachi,Pakistan,2023-06-01,121.39,36.44,26.37,17.49,20.31,43.96,15.62,9.9,67.8,4.4
Tehran,Iran,2015-04-02,173.94,63.28,131.25,19.28,22.14,41.32,39.14,31.2,68.0,4.8
Seoul,South Korea,2015-12-10,110.37,44.78,75.08,13.6,20.96,23.17,30.89,36.2,35.7,4.6
Berlin,Germany,2024-10-31,51.19,36.65,59.89,6.34,9.81,0.0,4.47,11.0,71.7,5.4
Beijing,China,2017-03-30,140.56,51.82,74.81,30.03,11.81,43.47,31.57,-9.2,45.4,3.3
Seoul,South Korea,2021-07-29,108.14,60.52,107.01,19.77,8.46,33.19,13.68,22.6,69.2,4.6
Berlin,Germany,2018-08-09,49.43,24.68,43.78,17.02,6.02,13.71,16.59,24.8,74.3,9.2
Paris,France,2023-02-09,97.14,54.38,95.74,32.41,9.29,35.24,13.87,27.7,73.7,3.4
Bangkok,Thailand,2025-01-23,135.45,54.91,107.11,23.91,19.92,34.41,27.09,17.0,58.8,0.1
Karachi,Pakistan,2024-06-13,232.59,107.93,200.19,35.44,31.73,69.68,38.09,11.8,66.4,8.2
Istanbul,Turkey,2025-02-13,129.82,73.38,149.79,21.84,19.93,38.93,24.18,24.6,87.9,3.1
Lahore,Pakistan,2025-09-18,139.22,66.44,115.09,10.45,8.18,39.41,24.98,22.1,62.9,3.5
London,UK,2015-11-19,101.8,35.95,66.5,20.2,9.47,27.07,17.36,24.4,65.9,2.5
Bangkok,Thailand,2015-07-23,162.92,59.09,87.1,17.86,20.29,38.96,24.72,40.2,54.9,3.2
Toronto,Canada,2017-03-30,44.87,7.4,2.75,6.57,5.71,6.98,11.99,18.1,68.2,2.5
Tehran,Iran,2021-04-08,200.46,89.87,170.5,27.1,18.6,54.52,28.29,29.6,61.5,1.4
Istanbul,Turkey,2017-05-11,113.27,42.05,62.32,17.4,12.18,10.47,15.47,23.1,64.9,4.9
Los Angeles,USA,2020-03-26,61.22,26.81,57.93,4.63,8.94,22.71,28.14,6.4,67.7,2.4
Karachi,Pakistan,2020-08-20,162.55,52.9,120.71,25.59,29.04,64.37,36.01,18.7,85.8,6.6
Dhaka,Bangladesh,2018-07-12,214.79,88.31,147.26,31.78,30.8,58.95,32.16,11.2,58.5,5.5
Dubai,UAE,2018-04-19,87.23,24.82,29.45,9.64,17.1,23.43,31.5,19.6,56.4,7.7
Dubai,UAE,2025-03-20,103.55,54.91,109.93,16.41,19.13,29.56,30.73,28.2,54.9,5.0
London,UK,2017-02-16,68.63,18.69,48.79,13.77,12.25,25.8,1.76,13.2,44.5,4.9
Paris,France,2024-12-05,88.79,32.22,,16.87,4.23,29.01,17.12,29.1,61.2,2.8
Seoul,South Korea,2020-11-12,113.46,47.8,56.52,27.49,23.02,42.56,5.52,20.9,76.1,2.7
Beijing,China,2015-08-13,194.66,49.13,92.18,35.11,29.47,59.89,43.7,36.1,81.4,4.9
Paris,France,2019-10-24,71.65,38.29,39.85,9.78,14.94,24.44,18.78,6.1,75.6,5.0
Los Angeles,USA,2015-07-30,96.14,42.5,61.63,14.97,10.93,36.68,11.3,19.8,54.7,12.5
Dhaka,Bangladesh,2024-06-06,174.99,87.75,162.85,35.07,30.49,59.92,34.65,14.5,68.2,5.9
Buenos Aires,Argentina,2016-09-22,34.27,13.73,12.57,0.0,3.41,18.57,2.47,,61.8,4.1
London,UK,2015-02-19,86.35,26.62,89.59,11.35,0.0,23.91,15.9,31.1,69.3,2.3
Mexico City,Mexico,2022-08-04,92.54,48.75,80.15,13.81,11.79,38.33,13.58,22.9,73.7,3.3
Paris,France,2024-03-28,49.69,18.96,45.46,4.85,11.79,19.95,10.5,11.4,53.7,1.1
Paris,France,2015-12-03,84.46,42.12,109.76,15.61,12.57,31.36,7.84,15.5,53.9,6.6
Toronto,Canada,2021-03-18,74.2,18.79,34.42,,12.98,20.54,19.92,23.7,69.8,3.3
Dhaka,Bangladesh,2022-10-27,242.84,108.85,214.09,41.14,32.77,64.74,50.67,21.9,64.1,2.4
Lagos,Nigeria,2022-08-11,173.44,60.42,106.09,25.47,15.49,55.81,42.59,18.4,62.9,2.8
Mumbai,India,2016-05-26,184.61,62.03,127.18,35.46,25.81,64.21,36.14,31.1,68.5,1.2
London,UK,2023-11-23,66.03,7.69,4.22,13.27,10.4,13.47,3.15,21.1,61.3,8.3
Sydney,Australia,2015-08-13,54.69,23.52,67.45,7.86,0.0,47.21,5.56,29.7,42.4,5.1
Lahore,Pakistan,2024-06-27,254.62,105.3,169.18,44.03,40.63,92.72,59.18,25.9,50.0,3.3
Tokyo,Japan,2021-03-04,51.83,38.76,75.64,14.92,7.13,2.82,12.55,13.3,46.3,4.6
Paris,France,2016-05-12,61.03,5.32,16.29,21.34,7.66,3.65,13.15,11.8,80.8,3.7
Dhaka,Bangladesh,2017-06-15,165.0,95.51,206.01,32.15,27.83,41.41,38.67,31.3,63.7,1.7
Dhaka,Bangladesh,2015-02-26,188.56,72.03,,,29.41,53.56,30.17,11.7,72.8,5.7
Nairobi,Kenya,2019-12-19,131.99,44.92,73.56,25.66,14.67,27.23,39.13,7.6,48.4,2.3
Dhaka,Bangladesh,2024-01-18,187.4,91.48,172.96,34.21,23.28,63.03,49.38,39.0,65.7,9.5
Karachi,Pakistan,2018-02-22,246.95,115.27,204.71,39.37,40.06,50.36,40.25,28.0,57.6,3.0
Singapore,Singapore,2020-12-03,94.27,43.05,93.56,8.63,16.61,21.69,25.55,28.2,56.9,11.5
Seoul,South Korea,2019-01-03,123.34,69.39,119.56,21.61,14.3,46.95,21.6,13.4,64.9,1.5
Tokyo,Japan,2015-06-04,64.73,40.53,56.53,7.47,9.57,13.61,16.29,25.0,72.2,10.2
Lagos,Nigeria,2017-07-20,142.31,70.11,131.43,26.57,17.23,28.06,16.71,-0.1,75.4,4.6
Moscow,Russia,2025-05-22,91.18,37.66,55.37,12.88,22.87,32.6,5.24,28.4,45.4,3.4
Dhaka,Bangladesh,2021-09-23,177.14,81.31,142.77,31.96,26.59,50.59,40.6,20.8,86.9,2.9
Singapore,Singapore,2015-12-03,81.44,43.62,52.84,11.03,6.21,15.6,18.57,16.0,68.5,1.6
Seoul,South Korea,2020-10-08,113.82,68.65,164.01,13.51,8.11,48.22,8.42,11.3,70.0,3.3
Nairobi,Kenya,2021-11-11,140.65,54.79,99.9,24.56,12.58,19.15,23.95,16.7,72.8,9.6
Lagos,Nigeria,2016-12-08,184.97,81.27,174.47,23.39,29.77,38.35,29.44,11.0,62.9,2.5
Delhi,India,2021-05-20,133.91,63.14,117.42,24.83,6.5,33.56,28.52,17.6,44.6,6.3
Singapore,Singapore,2016-10-06,75.39,53.41,119.04,23.97,6.69,30.39,23.34,15.1,52.6,2.1
Paris,France,2023-02-02,96.85,52.09,93.32,15.28,8.82,18.97,13.14,18.0,66.7,3.6
Moscow,Russia,2022-10-20,81.26,25.55,63.32,10.92,7.51,8.35,15.34,37.2,49.1,7.7
Buenos Aires,Argentina,2025-03-06,48.09,19.29,56.75,7.06,9.83,8.48,1.5,21.0,72.8,9.5
Buenos Aires,Argentina,2021-08-05,72.21,26.06,48.36,11.77,7.47,30.69,10.16,15.5,56.1,8.6
Sydney,Australia,2020-10-22,35.85,16.52,38.49,,5.73,0.0,4.02,-17.2,78.1,3.3
Sao Paulo,Brazil,2021-04-01,90.9,34.15,76.84,13.53,7.74,22.12,23.07,31.5,54.5,2.7
Jakarta,Indonesia,2020-12-03,220.18,84.28,177.12,31.45,28.42,41.1,47.04,32.4,77.0,4.9
Tokyo,Japan,2015-01-15,69.78,50.56,82.25,22.04,12.61,14.48,17.69,29.7,74.3,1.2
Moscow,Russia,2018-12-13,92.06,38.39,39.41,6.89,9.54,26.44,21.78,29.0,69.4,7.9
Mumbai,India,2018-08-16,170.73,80.54,140.98,21.69,21.33,33.7,36.09,24.9,68.0,1.5
Paris,France,2019-01-03,63.0,12.42,32.94,5.19,10.23,8.4,3.28,29.6,95.0,3.9
Los Angeles,USA,2017-06-29,62.99,20.58,62.63,3.8,16.34,19.16,12.14,22.9,65.3,3.0
Paris,France,2020-10-15,41.82,27.25,31.88,1.05,1.89,4.66,19.66,30.8,72.3,3.2
Karachi,Pakistan,2023-10-26,203.65,90.35,178.52,38.44,23.73,66.36,45.43,15.7,77.8,2.3
Istanbul,Turkey,2018-11-15,189.4,67.73,132.99,30.82,24.21,42.84,29.15,34.4,69.2,7.8
Karachi,Pakistan,2022-06-09,199.59,81.07,166.35,22.67,30.24,49.26,39.02,18.1,83.8,6.8
Nairobi,Kenya,2016-12-15,140.27,53.82,98.55,14.3,27.84,40.14,18.65,9.1,66.2,6.3
Shanghai,China,2025-12-04,150.11,67.08,111.17,26.62,22.48,44.65,39.15,14.1,48.9,5.6
Cairo,Egypt,2022-11-17,155.98,88.86,160.92,38.71,17.24,48.93,33.46,3.9,71.0,6.2
Moscow,Russia,2015-06-25,101.9,20.16,38.26,21.5,10.86,43.63,9.14,31.9,75.1,1.0
Sao Paulo,Brazil,2016-04-21,74.56,28.29,78.51,18.72,4.73,17.12,7.7,21.8,80.0,13.5
Paris,France,2019-10-17,34.32,7.77,27.79,1.47,4.96,8.4,0.0,43.6,60.9,8.0
Berlin,Germany,2015-08-13,64.28,3.69,4.03,3.35,7.34,26.82,14.35,31.5,70.1,1.5
Istanbul,Turkey,2017-07-20,111.73,42.54,77.95,12.39,17.76,46.27,20.55,13.7,67.7,5.9
Buenos Aires,Argentina,2019-12-05,97.98,61.8,123.67,12.22,15.21,25.97,12.61,13.7,76.0,5.0
Singapore,Singapore,2025-07-24,94.2,31.59,79.58,16.17,20.22,13.56,19.06,5.9,49.2,3.9
Seoul,South Korea,2025-08-07,100.98,34.49,70.78,19.55,11.62,18.62,11.46,10.4,72.4,11.2
London,UK,2019-08-22,82.49,38.28,54.08,16.72,11.48,20.78,20.34,24.6,55.7,2.7
Lagos,Nigeria,2022-09-29,129.29,55.25,105.15,21.71,10.94,37.95,22.62,15.7,63.2,3.9
Sydney,Australia,2021-12-30,66.73,39.44,77.36,8.62,3.9,3.58,0.0,11.5,22.3,4.0
Bangkok,Thailand,2024-08-22,106.82,41.28,72.39,21.23,14.85,39.54,27.8,27.3,28.2,2.2
Seoul,South Korea,2017-06-29,107.36,41.02,50.53,9.75,19.54,22.65,26.03,,71.8,5.6
Istanbul,Turkey,2016-02-04,126.28,66.21,74.39,18.17,11.93,32.28,20.21,19.6,79.8,3.5
Dhaka,Bangladesh,2022-09-15,185.9,85.07,169.13,33.09,20.92,71.24,19.51,10.8,72.6,10.5
Sao Paulo,Brazil,2025-01-16,133.41,57.94,82.66,27.52,20.18,43.94,22.49,28.6,50.6,3.8
Tehran,Iran,2022-06-09,119.67,47.54,92.71,8.86,6.82,29.88,28.04,22.2,66.5,3.4
Dhaka,Bangladesh,2020-12-10,223.58,103.55,193.38,32.93,24.03,78.54,48.21,20.3,71.0,2.5
Sao Paulo,Brazil,2022-08-18,92.93,41.75,72.5,11.51,12.79,18.2,28.47,4.8,61.5,3.6
Dubai,UAE,2024-07-11,94.13,44.4,87.26,26.9,12.31,36.93,23.35,15.5,51.2,3.5
Tokyo,Japan,2015-05-21,44.25,24.22,42.97,12.88,5.59,30.73,6.48,14.7,70.2,8.3
Tokyo,Japan,2019-10-03,50.71,36.43,73.89,8.91,1.95,22.31,7.69,5.9,51.7,6.7
Karachi,Pakistan,2015-05-14,158.77,49.8,84.18,26.07,29.16,34.48,37.0,34.0,55.6,3.6
Lagos,Nigeria,2023-11-23,184.46,59.61,107.89,24.47,21.78,46.99,43.25,21.4,92.3,3.7
Delhi,India,2018-06-07,173.16,83.41,148.86,23.59,14.83,57.33,20.82,4.4,73.7,3.7
Cape Town,South Africa,2022-07-07,92.82,52.2,66.36,20.67,16.71,15.46,18.71,19.5,66.9,2.1
Singapore,Singapore,2017-01-05,118.64,40.43,58.57,18.9,15.81,35.67,12.77,32.9,44.7,9.4
